Num1,Num2,Num3,Num4,Num5,Num6,bnsNum,총1등당첨금,1등당첨인원,1등수령액
4,5,6,25,26,43,41,14035804125,4,3508951032
1,10,15,16,32,41,28,13911956625,6,2318659438
1,3,17,20,31,44,40,13051675500,10,1305167550
3,6,13,23,24,35,1,13871700750,4,3467925188
1,12,26,27,29,33,42,13750124625,9,1527791625
11,18,21,26,38,43,29,13765769250,7,1966538465
3,13,18,33,37,45,1,13345729500,8,1668216188
2,4,20,34,35,43,14,13165534125,8,1645691766
14,15,16,19,25,43,2,13930369875,2,6965184938
2,8,20,30,33,34,6,13594143000,8,1699267875
10,11,15,25,35,41,13,12965898000,3,4321966000
16,17,22,31,34,37,33,13453315125,3,4484438375
5,12,14,32,34,42,16,13982332875,5,2796466575
5,7,20,22,37,42,39,15356752884,11,1396068444
5,7,9,11,32,35,33,14200273500,7,2028610500
3,5,14,20,42,44,33,14756436376,8,1844554547
2,12,14,33,40,41,25,14242234876,4,3560558719
8,17,27,33,40,44,24,14760331883,11,1341848353
7,18,30,39,40,41,36,15099549750,3,5033183250
6,7,10,16,38,41,4,14584917006,9,1620546334
2,7,12,15,21,34,5,14226834752,8,1778354344
14,21,29,31,32,37,17,14923732125,3,4974577375
2,8,15,22,25,41,30,14446710375,5,2889342075
6,8,28,33,38,39,22,14958145881,7,2136877983
20,30,36,38,41,45,23,15296287881,7,2185183983
8,13,14,30,38,39,5,14823381000,5,2964676200
2,5,6,13,28,44,43,14138290128,6,2356381688
9,10,13,24,33,38,28,13795501500,9,1532833500
2,8,13,25,28,37,3,13811520756,11,1255592796
8,24,28,35,38,40,5,13956201752,8,1744525219
3,4,12,14,25,43,17,13282676630,10,1328267663
8,10,23,24,35,43,37,13752967878,13,1057920606
4,12,24,33,38,45,22,13343977504,16,833998594
5,12,17,29,34,35,27,13687346632,8,1710918329
5,11,14,27,29,36,44,13526980875,15,901798725
2,16,19,31,34,35,37,13721086881,9,1524565209
13,14,22,27,30,38,2,13516246880,8,1689530860
2,19,25,26,27,43,28,13808546252,4,3452136563
2,6,18,21,33,34,30,13520557127,11,1229141557
1,2,7,9,10,38,42,12548090250,9,1394232250
1,5,6,14,20,39,22,13115668500,10,1311566850
8,14,23,36,38,39,13,13977923628,4,3494480907
4,8,18,19,39,44,41,13604710126,7,1943530018
4,8,27,34,39,40,13,12678622876,2,6339311438
14,18,20,23,28,36,33,14064073500,4,3516018375
2,22,27,33,36,37,14,14010824628,4,3502706157
6,9,18,19,25,33,40,12998757750,11,1181705250
7,8,11,16,41,44,35,13948480881,9,1549831209
8,21,25,39,40,44,18,15245852628,6,2540975438
10,17,18,19,23,27,35,13815561753,9,1535062417
5,13,18,23,40,45,3,14506301250,9,1611811250
4,5,11,12,24,27,28,13037614880,8,1629701860
8,16,25,30,42,43,15,14406631125,5,2881326225
6,8,13,30,35,40,21,13837438125,3,4612479375
2,16,17,32,39,45,40,14197982631,7,2028283233
1,2,6,16,19,42,9,14158341000,6,2359723500
9,15,16,21,28,34,24,14675384628,9,1630598292
7,13,30,39,41,45,25,14509620752,8,1813702594
1,7,19,26,27,35,16,13818647250,5,2763729450
3,6,7,20,21,39,13,13825923375,5,2765184675
13,14,26,33,40,43,15,13742968880,8,1717871110
2,9,22,25,31,45,12,13522306500,10,1352230650
1,7,12,15,23,42,11,13499485875,9,1499942875
19,28,31,38,43,44,1,14597167875,5,2919433575
8,17,21,24,27,31,15,14508916500,3,4836305500
1,2,4,23,31,34,8,15679414128,4,3919853532
15,18,21,32,35,44,6,15758464876,11,1432587716
9,12,19,20,39,41,13,14607085128,12,1217257094
4,10,11,12,20,27,38,14013156378,13,1077935106
11,13,25,26,29,33,32,14844697880,8,1855587235
6,7,15,16,20,31,26,14658897752,8,1832362219
3,16,22,37,38,44,23,15596964376,4,3899241094
7,18,22,24,31,34,6,15605822253,7,2229403179
6,15,22,23,25,32,40,16244740876,4,4061185219
14,15,18,21,26,35,23,15558919506,9,1728768834
11,18,21,36,37,43,12,15920596504,8,1990074563
8,17,18,24,39,45,32,15017525256,12,1251460438
15,24,31,32,33,40,13,15214581750,6,2535763625
5,13,17,23,28,36,8,14651609632,8,1831451204
1,4,16,26,40,41,31,14785191000,4,3696297750
2,9,24,41,43,45,30,15508488751,7,2215498393
5,16,21,23,24,30,29,15328079256,7,2189725608
13,19,28,37,38,43,4,14846915629,7,2120987947
3,21,22,33,41,42,20,14740210500,5,2948042100
3,4,7,11,31,41,35,14246494500,5,2849298900
11,12,16,26,29,44,18,14842451632,8,1855306454
3,13,15,40,41,44,20,15017417625,5,3003483525
5,6,26,27,38,39,1,13733421380,14,980958670
16,21,26,31,36,43,6,15034411128,8,1879301391
7,37,38,39,40,44,18,14952956625,9,1661439625
3,7,14,16,31,40,39,14660005500,2,7330002750
10,14,19,39,40,43,23,15252865128,9,1694762792
8,19,25,28,32,36,37,14706282375,9,1634031375
7,18,19,27,29,42,45,14702646376,11,1336604216
4,9,23,33,39,44,14,14212725750,10,1421272575
2,3,12,20,27,38,40,13704204376,8,1713025547
5,6,9,11,15,37,26,13517869504,8,1689733688
3,5,8,19,38,42,20,14561709001,7,2080244143
10,20,33,36,41,44,5,15368013380,10,1536801338
5,6,11,17,38,44,13,14572921500,4,3643230375
2,4,6,11,17,28,16,14381406378,6,2396901063
15,17,25,37,42,43,13,15601350751,7,2228764393
12,14,15,24,27,32,3,14955793125,5,2991158625
7,8,20,29,33,38,9,16249039128,6,2708173188
11,18,26,27,40,41,25,14300702628,12,1191725219
7,9,10,13,31,35,24,14889291376,4,3722322844
8,21,28,31,36,45,43,15792705000,9,1754745000
7,10,17,29,33,44,5,14914533000,10,1491453300
9,10,14,25,27,31,11,14164524000,8,1770565500
1,8,11,15,18,45,7,14058196128,4,3514549032
1,8,17,34,39,45,27,15037812000,8,1879726500
12,15,24,36,41,44,42,15368915256,8,1921114407
4,5,6,12,25,37,45,13730941128,6,2288490188
3,5,7,14,26,34,35,14315028000,5,2863005600
4,10,19,29,32,42,30,15547987882,14,1110570563
21,24,27,29,43,44,7,16177973628,6,2696328938
17,23,27,35,38,43,2,16254854252,4,4063713563
6,13,20,27,28,40,15,16174894128,16,1010930883
1,11,15,17,25,39,40,15199341381,9,1688815709
6,7,12,28,38,40,18,16438044381,11,1494367671
7,12,15,24,25,43,13,15500253752,8,1937531719
1,8,10,13,28,42,45,16320175878,6,2720029313
5,15,22,23,34,35,2,17707830750,9,1967536750
7,17,19,30,36,38,34,16252431377,7,2321775911
24,25,33,34,38,39,43,16897614375,15,1126507625
15,27,33,35,43,45,16,17035780500,6,2839296750
3,11,14,15,32,36,44,16108915879,7,2301273697
1,6,11,28,34,42,30,16427638130,10,1642763813
7,15,20,25,33,43,12,15550363880,10,1555036388
4,18,26,33,34,38,14,15952363130,11,1450214830
1,7,16,18,34,38,21,16320544130,10,1632054413
2,5,8,11,33,39,31,15314430380,10,1531443038
3,11,13,21,33,37,18,15368673000,8,1921084125
4,5,8,16,21,29,3,15963291000,8,1995411375
11,23,28,29,30,44,13,16656793504,8,2082099188
3,10,14,16,36,38,35,15831831750,10,1583183175
3,13,16,24,26,29,9,16116005257,11,1465091387
10,28,31,33,41,44,21,16178920500,5,3235784100
1,4,8,23,33,42,45,15460761376,4,3865190344
1,6,17,22,28,45,23,15948826128,4,3987206532
3,4,6,10,28,30,37,15326984252,4,3831746063
2,12,19,24,39,44,35,15866007756,12,1322167313
2,10,16,19,34,45,1,16398208876,4,4099552219
10,18,30,36,39,44,32,16313802750,14,1165271625
3,4,9,24,25,33,10,14477205750,5,2895441150
11,15,24,35,37,45,42,15941893506,7,2277413358
17,20,30,31,33,45,19,16137940500,4,4034485125
2,5,15,18,19,23,44,15432488253,9,1714720917
1,7,22,33,37,40,20,14595922131,7,2085131733
2,7,27,33,41,44,10,15633062628,6,2605510438
2,6,13,16,29,30,21,16305025884,12,1358752157
2,11,19,25,28,32,44,16214602128,6,2702433688
4,11,20,23,32,39,40,15744829888,17,926166464
4,8,13,19,20,43,26,16916232006,9,1879581334
1,12,29,34,36,37,41,17272785012,14,1233770358
1,28,35,41,43,44,31,18190138880,8,2273767360
12,14,21,30,39,43,45,17461690876,4,4365422719
20,30,33,35,36,44,22,16914922880,8,2114365360
2,8,33,35,37,41,14,17133477756,12,1427789813
6,7,19,21,41,43,38,17371389750,11,1579217250
1,11,21,23,34,44,24,16336216876,14,1166872634
7,8,10,19,21,31,20,15611508388,14,1115107742
3,6,10,30,34,37,36,16217322000,5,3243464400
11,17,21,26,36,45,16,16793002876,4,4198250719
4,10,14,15,18,22,39,16139056880,8,2017382110
2,7,13,25,42,45,39,16383297378,7,2340471054
2,4,5,17,27,32,43,15422894256,7,2203270608
11,24,32,33,35,40,13,16066900500,4,4016725125
6,16,37,38,41,45,18,17544559500,9,1949395500
5,10,13,27,37,41,4,18472315880,10,1847231588
2,11,17,18,21,27,6,16986811125,5,3397362225
13,15,18,24,27,41,11,17132244000,4,4283061000
23,27,28,38,42,43,36,17976102001,11,1634191091
7,22,29,33,34,35,30,18976489128,4,4744122282
4,8,9,16,17,19,31,16864736256,18,936929792
5,21,27,34,44,45,16,18261575628,6,3043595938
8,10,13,36,37,40,6,17789037008,16,1111814813
15,19,21,34,41,44,10,18260487000,7,2608641000
10,15,18,21,34,41,43,17331173625,15,1155411575
1,2,3,9,12,23,10,14936459640,20,746822982
3,12,33,36,42,45,25,18347613381,9,2038623709
7,9,12,14,23,28,17,17128931256,9,1903214584
3,10,13,22,31,32,29,17354218878,9,1928246542
12,14,24,26,34,45,41,17551357135,13,1350104395
1,2,15,19,24,36,12,17654730002,7,2522104286
3,4,16,20,28,44,17,16783744880,8,2097968110
4,16,20,33,40,43,7,16833229506,9,1870358834
2,17,19,24,37,41,3,16266630378,6,2711105063
2,8,17,24,29,31,32,17137710000,5,3427542000
13,14,26,28,30,36,37,17715418128,8,2214427266
10,14,16,18,27,28,4,17072173500,5,3414434700
6,7,11,17,33,44,1,15536637018,21,739839858
5,9,12,30,39,43,24,16631759632,8,2078969954
9,33,36,40,42,43,32,18196023000,6,3032670500
10,22,27,31,42,43,12,18026395128,8,2253299391
4,7,11,24,42,45,30,16749113626,7,2392730518
1,3,12,21,26,41,16,16314320630,10,1631432063
3,8,16,32,34,43,10,17105040000,8,2138130000
7,22,24,31,34,36,15,17219828255,7,2459975465
1,3,8,12,42,43,33,16638213750,15,1109214250
9,30,34,35,39,41,21,17389098376,8,2173637297
5,15,20,31,34,42,22,17456530875,15,1163768725
7,27,29,30,38,44,4,17726439380,13,1363572260
5,7,11,16,41,45,4,17376840378,9,1930760042
1,9,12,23,39,43,34,17304794632,8,2163099329
6,10,17,18,21,29,30,17450579628,4,4362644907
5,6,11,14,21,41,32,17696088380,10,1769608838
8,12,19,21,31,35,44,17703433880,11,1609403080
12,15,18,28,34,42,9,18806936632,11,1709721512
11,12,29,33,38,42,17,17352188250,5,3470437650
8,9,18,21,28,40,20,17903055751,7,2557579393
6,12,17,21,34,37,18,17502828756,21,833468036
6,21,35,36,37,41,11,18792208500,3,6264069500
6,12,19,24,34,41,4,16804802256,11,1527709296
15,17,19,21,27,45,16,18342721507,11,1667520137
11,16,18,19,24,39,43,16946023878,9,1882891542
6,18,31,34,38,45,20,17518388625,9,1946487625
14,15,16,17,38,45,36,18415858500,4,4603964625
3,10,23,24,31,39,22,17178102000,9,1908678000
4,6,15,25,26,33,40,17319736128,6,2886622688
12,15,16,20,24,30,38,18205461000,4,4551365250
5,6,13,16,27,28,9,18552649878,6,3092108313
2,10,11,19,35,39,29,18219177002,13,1401475154
2,6,7,12,19,45,38,17114652375,15,1140976825
3,8,19,27,30,41,12,18568260384,16,1160516274
2,10,12,31,33,42,32,17543146502,14,1253081893
2,7,19,25,29,36,16,18590157376,7,2655736768
10,15,21,35,38,43,31,18750733875,5,3750146775
6,7,18,19,30,38,13,18556582128,7,2650940304
3,10,13,26,34,38,36,18864747000,11,1714977000
1,21,26,36,40,41,5,19344432380,7,2763490340
5,22,31,32,39,45,36,19176225000,8,2397028125
2,10,14,22,32,36,41,18975543377,7,2710791911
12,17,23,34,42,45,33,18264272250,10,1826427225
1,4,10,12,28,45,26,17954708255,11,1632246205
17,25,28,37,43,44,2,18054293256,8,2256786657
10,11,12,18,24,42,27,17327167888,16,1082947993
5,9,14,26,30,43,2,18319051125,5,3663810225
1,10,13,26,32,36,9,17951961753,11,1631996523
3,12,13,18,31,32,42,17064247876,4,4266061969
14,20,23,31,37,38,27,18485326125,7,2640760875
6,10,18,25,34,35,33,17063636254,7,2437662322
15,21,31,32,41,43,24,18525723000,6,3087620500
6,11,15,17,23,40,39,17528236500,6,2921372750
5,10,13,21,39,43,11,17852784376,8,2231598047
8,11,19,21,36,45,25,17669037379,7,2524148197
1,3,12,14,16,43,10,17687728500,6,2947954750
11,30,34,35,42,44,27,18367052628,4,4591763157
2,21,28,38,42,45,30,18403152378,6,3067192063
17,21,25,26,27,36,4,18058987506,7,2579855358
12,18,19,29,31,39,7,17024863504,8,2128107938
3,9,12,13,25,43,34,16816296006,9,1868477334
14,15,25,28,29,30,3,17950456134,13,1380804318
16,25,33,38,40,45,15,18161743880,7,2594534840
10,21,22,30,35,42,6,18509254128,4,4627313532
1,12,13,24,29,44,16,18426183384,14,1316155956
9,18,20,24,27,36,12,17792695875,3,5930898625
12,18,24,26,39,40,15,18088595253,9,2009843917
7,9,24,29,34,38,26,18849698250,15,1256646550
8,15,21,31,33,38,42,19904526756,12,1658710563
13,16,24,25,33,36,42,18676728756,9,2075192084
5,11,12,29,33,44,14,18097505625,15,1206500375
4,7,13,29,31,39,18,18917417636,13,1455185972
4,5,31,35,43,45,29,19557205128,8,2444650641
5,6,16,18,37,38,17,18544758750,9,2060528750
3,10,16,19,31,39,9,17771236128,16,1110702258
13,14,19,26,40,43,30,18793841256,9,2088204584
12,18,30,39,41,42,19,18850538256,8,2356317282
6,8,18,35,42,43,3,18597630381,11,1690693671
9,10,13,28,38,45,35,18505216875,15,1233681125
1,9,11,14,26,28,19,17609811380,14,1257843670
2,25,28,30,33,45,6,18866694750,6,3144449125
9,14,17,33,36,38,20,19068665250,5,3813733050
3,9,11,12,13,19,35,17672913752,13,1359454904
2,4,11,28,29,43,27,20429617880,10,2042961788
5,11,14,30,33,38,24,18973627138,17,1116095714
14,26,32,36,39,42,38,20354750250,10,2035475025
19,21,30,33,34,42,4,20064850500,5,4012970100
7,8,13,15,33,45,18,20933343756,18,1162963542
1,16,29,33,40,45,6,20803389002,11,1891217182
5,18,30,41,43,45,13,20759497135,13,1596884395
12,16,26,28,30,42,22,20166773256,8,2520846657
1,2,16,22,38,39,34,21081066006,7,3011580858
5,13,17,29,34,39,3,19690299011,17,1158252883
16,20,24,28,36,39,5,20265527250,6,3377587875
14,18,22,26,31,44,40,19869538504,8,2483692313
11,17,28,30,33,35,9,19206173628,4,4801543407
2,8,23,26,27,44,13,20195047502,7,2885006786
20,25,31,32,36,43,3,20530240500,6,3421706750
8,15,17,19,43,44,7,20425594500,9,2269510500
10,24,40,41,43,44,17,19889637750,5,3977927550
6,10,16,28,34,38,43,19273731375,15,1284915425
9,13,32,38,39,43,23,19821127131,9,2202347459
8,22,35,38,39,41,24,20393202379,11,1853927489
4,8,18,25,27,32,42,18798998250,10,1879899825
11,17,19,21,22,25,24,19488435376,4,4872108844
10,34,38,40,42,43,32,19718304381,9,2190922709
16,21,28,35,39,43,12,19973501254,7,2853357322
3,7,10,13,25,36,32,18882090007,11,1716553637
3,15,22,32,33,45,2,20172478885,13,1551729145
9,15,29,34,37,39,12,20163681000,9,2240409000
14,17,19,22,24,40,41,19668776250,5,3933755250
12,17,28,41,43,44,25,19402825500,6,3233804250
2,6,20,27,37,39,4,19225825880,10,1922582588
21,25,30,32,40,42,31,19288429880,10,1928842988
2,6,12,26,30,34,38,19026499506,7,2718071358
2,4,30,32,33,43,29,20203289264,16,1262705579
3,5,12,13,33,39,38,18745532250,10,1874553225
1,15,19,23,28,42,32,20108230506,18,1117123917
19,22,30,34,39,44,36,19823254136,14,1415946724
5,16,21,26,34,42,24,20722499264,19,1090657856
5,17,18,22,23,43,12,20599286256,12,1716607188
2,6,11,16,25,31,3,19247961000,6,3207993500
1,4,10,14,15,35,20,19238167878,6,3206361313
7,17,19,23,24,45,38,19864673255,7,2837810465
4,18,20,26,27,32,9,20025698256,8,2503212282
18,34,39,43,44,45,23,20636352000,5,4127270400
9,18,32,33,37,44,22,20407792875,15,1360519525
4,14,23,28,37,45,17,21588927384,12,1799077282
1,3,24,27,39,45,31,20069823384,13,1543832568
19,23,28,37,42,45,2,20822506502,7,2974643786
8,14,17,27,36,45,10,20282149504,8,2535268688
3,7,12,31,34,38,32,18962873632,8,2370359204
3,13,29,38,39,42,26,21089869500,10,2108986950
1,4,14,18,29,37,6,21019375503,9,2335486167
9,13,28,31,39,41,19,21578717629,7,3082673947
4,9,17,18,26,42,36,21794296888,17,1282017464
1,15,17,23,25,41,10,21396902625,9,2377433625
19,32,37,40,41,43,45,21401423631,9,2377935959
16,26,31,38,39,41,23,23136950628,12,1928079219
5,12,25,26,38,45,23,21372554252,7,3053222036
6,7,12,22,26,36,29,21058992760,13,1619922520
18,21,28,35,37,42,17,21114505880,8,2639313235
8,19,20,21,33,39,37,20156136378,6,3359356063
7,13,16,18,35,38,14,20099108250,6,3349851375
5,18,20,23,30,34,21,20411772003,9,2267974667
7,19,23,24,36,39,30,21051127877,13,1619317529
2,15,16,21,22,28,45,21899568756,13,1684582212
2,6,8,26,43,45,11,21744622504,8,2718077813
3,4,16,27,38,40,20,21125037752,7,3017862536
2,5,14,28,31,32,20,22253465250,9,2472607250
21,27,29,38,40,44,37,22155413252,7,3165059036
3,16,21,22,23,44,30,22678849128,8,2834856141
7,24,29,30,34,35,33,22231691625,11,2021062875
1,11,17,27,35,39,31,19767643875,21,941316375
4,5,12,14,32,42,35,21135386250,10,2113538625
5,8,18,21,22,38,10,20909008134,14,1493500581
6,14,16,21,27,37,40,21420089632,16,1338755602
16,19,24,33,42,44,27,21450061127,11,1950005557
2,6,11,13,22,37,14,21111843000,6,3518640500
6,21,22,32,35,36,17,22279227751,11,2025384341
1,3,23,24,27,43,34,21447996380,10,2144799638
7,11,12,31,33,38,5,20117207628,18,1117622646
9,14,17,18,42,44,35,21525752250,5,4305150450
2,3,26,33,34,43,29,21841821379,7,3120260197
5,7,12,22,28,41,1,20953747885,17,1232573405
2,6,13,17,27,43,36,20507427000,6,3417904500
3,17,18,23,36,41,26,21340437000,8,2667554625
